eventurl,imageurl,eventname,description,attendees,day,date,time,timezone,eventtype,attendees_range
https://www.meetup.com/events-in-toronto-to-connect-you-with-your-people/events/304098318/?recId=015c85c9-2b2c-4b65-aa08-9423bcab42f0&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/e/5/a/0/event_524158784.webp?w=640,"Storytell Social: gather, share, connect. (Free Event!)",Events in Toronto to connect you with your people,10.0,Wednesday,2024-11-13,06:30 PM,EST,Inperson,10-50
https://www.meetup.com/artsrecto/events/304060295/?recId=015c85c9-2b2c-4b65-aa08-9423bcab42f0&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/d/9/3/e/event_518575614.webp?w=640,Impromptu Indoor Sketching Hangout - Toronto Public Library,Arts & Recreation Toronto,8.0,Wednesday,2024-11-13,12:00 PM,EST,Inperson,1-10
https://www.meetup.com/toronto-arts-and-culture/events/303713044/?recId=1af47e74-0b9f-4043-9cb2-07fcb5da4187&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/2/6/a/3/event_451449891.webp?w=640,Book Launch:  Jody Wilson-Raybould on 'Reconciling History: A Story of Canada,TORONTO ARTS & CULTURE,10.0,Wednesday,2024-11-13,05:00 PM,EST,Inperson,10-50
https://www.meetup.com/albany-pine-bush-preserve/events/304142323/?recId=5e317710-e51b-496c-9442-c8a25869a816&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/3/6/e/0/event_524234048.webp?w=640,Book Club - The Seed Keeper by Diane Wilson,Albany Pine Bush Preserve,7.0,Wednesday,2024-11-13,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/the-literary-traveler-s-book-club/events/303281554/?recId=b9db0f93-4bbb-49dc-ae96-1ea615f2e597&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/e/9/3/4/event_441899700.webp?w=640,"movie discussion: ""2046"" by Wong KarWai (online)",The Literary Traveler’s Book Club,10.0,Wednesday,2024-11-13,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/toronto-drawing-and-painting-classes-and-workshops/events/304267301/?recId=1e20fdd6-78b8-4d80-a882-0584b858e47b&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/f/1/1/event_522543857.webp?w=640,NEWBIES!  30 min Coffee! ONLINE Meet-up Toronto Drawing and Painting Classes,Toronto Drawing and Painting Classes and Workshops,5.0,Wednesday,2024-11-13,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/internet-marketing-strategy-group/events/303943162/?recId=23d19495-c046-40ec-a28f-ba4c2856bab8&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/2/d/b/0/event_523991696.webp?w=640,The Networking Collective,🦄Digital Marketing Toronto,3.0,Wednesday,2024-11-13,05:30 PM,EST,Inperson,1-10
https://www.meetup.com/changeling-gaming-toronto/events/304311689/?recId=bdce8a13-25e9-4fa9-b7b9-7a213a1857a0&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/8/8/d/8/event_524435032.webp?w=640,Drop-In Board Game Designer Night @ The Black Pony in East End Toronto,Changeling Gaming Events Toronto & GTA,2.0,Wednesday,2024-11-13,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/the-baltimore-wordpress-group/events/303486623/?recId=1af47e74-0b9f-4043-9cb2-07fcb5da4187&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/6/d/c/5/event_491668101.webp?w=640,All Levels: Online Ask Me Anything WordPress!,The Baltimore WordPress Group,24.0,Wednesday,2024-11-13,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/toronto-drawing-and-painting-classes-and-workshops/events/304267301/?recId=6382d02c-5011-4f02-a053-484afd2904d0&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/f/1/1/event_522543857.webp?w=640,NEWBIES!  30 min Coffee! ONLINE Meet-up Toronto Drawing and Painting Classes,Toronto Drawing and Painting Classes and Workshops,5.0,Wednesday,2024-11-13,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/self-care-through-mindfulness-book-club/events/304087753/?recId=ecd364a3-8142-44ac-b78a-cac8beaa8459&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/5/4/c/3/event_523281699.webp?w=640,Book Club,Self-Care through Mindfulness Book Club,15.0,Wednesday,2024-11-13,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/bookclubforhumans/events/303227632/?recId=b9db0f93-4bbb-49dc-ae96-1ea615f2e597&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/d/2/d/3/event_523313971.webp?w=640,Blood & Ink - 7:00pm November 13th Book Club,Book Club for Humans,5.0,Wednesday,2024-11-13,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/mississauga-mortgage-and-real-estate-group/events/304067217/?recId=1e20fdd6-78b8-4d80-a882-0584b858e47b&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/c/1/4/event_524223092.webp?w=640,"No Pay Stub, No Problem: Mortgage Solutions for Self-Employed Professionals!",Mississauga: Mortgage and Real Estate Group.,4.0,Wednesday,2024-11-13,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/heart-of-the-city-speakers-series/events/304132384/?recId=c0332665-87c6-4f2b-8f7e-2315b61d1dd4&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/e/4/6/7/event_524218471.webp?w=640,It'll Never Happen to Me - So Why is it Happening to 1 in 10 Torontonians?,The Heart of the City Speakers Series,2.0,Wednesday,2024-11-13,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/thoughtworks-canada/events/304268675/?recId=2f0a2d97-01a7-4156-8ff3-76d729469cd1&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/e/8/4/event_524403716.webp?w=640,Introduction to Product Thinking and the Product Thinking Playbook Workshop,Thoughtworks Canada,39.0,Wednesday,2024-11-13,06:00 PM,EST,Inperson,10-50
https://www.meetup.com/toronto-ladies-sustainability-book-club/events/303282364/?recId=2f0a2d97-01a7-4156-8ff3-76d729469cd1&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/b/5/6/e/event_520126446.webp?w=640,"November Edition - TO Ladies Sustainability Book Club ""Braiding Sweet Grass""",Toronto Ladies Sustainability Book Club,23.0,Wednesday,2024-11-13,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/20s-30s-quiet-social-group/events/304303381/?recId=26f18846-8715-4bb2-9ec4-d1d2c14e5c5c&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/next/images/fallbacks/group-cover-11-wide.webp?w=640,Make connections with relaxing conversations and art,20s-30s Quiet Social Group,13.0,Wednesday,2024-11-13,06:00 PM,EST,Inperson,10-50
https://www.meetup.com/groupe-meetup-smilesyogawellnessmeditation/events/303566577/?recId=b37bde0f-f445-4e7c-87cb-09791514aafa&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/f/c/3/event_523144035.webp?w=640,Yoga For Sleep,Smiles Yoga Wellness & Meditation,9.0,Thursday,2024-11-14,09:00 PM,EST,Online Event,1-10
https://www.meetup.com/spiritualdevelopmentcirclegroup/events/304239705/?recId=b37bde0f-f445-4e7c-87cb-09791514aafa&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/2/a/5/8/event_516010840.webp?w=640,Starseed Gathering Online Holding the Light,Spiritual Development Circle Group,9.0,Thursday,2024-11-14,08:00 PM,EST,Online Event,1-10
https://www.meetup.com/dc-black-fly-girls-meet-up/events/304218017/?recId=b37bde0f-f445-4e7c-87cb-09791514aafa&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/next/images/fallbacks/group-cover-7-wide.webp?w=640,Black Business Boost Virtual Showcase - Join Us!,DC Black Fly Girls Meet Up,9.0,Thursday,2024-11-14,07:00 PM,EST,Online Event,1-10
https://www.meetup.com/igda-dc/events/303648728/?recId=b37bde0f-f445-4e7c-87cb-09791514aafa&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/9/0/6/2/event_523716962.webp?w=640,(Online) Game with Devs: Abiotic Factor,IGDA DC,9.0,Thursday,2024-11-14,07:00 PM,EST,Online Event,1-10
https://www.meetup.com/astrology-odyssey/events/304345941/?recId=55b04395-98c3-466c-a0d8-1c5835d20527&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/1/b/8/0/event_524467040.webp?w=640,"Energies, Elements, Modes, Oh My!",Astrology Odyssey,8.0,Thursday,2024-11-14,07:00 PM,EST,Online Event,1-10
https://www.meetup.com/quantum-computing-chicago-illinois-and-beyond/events/303908284/?recId=6382d02c-5011-4f02-a053-484afd2904d0&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/2/9/c/c/event_524470700.webp?w=640,Quantum Sensing based on Nitrogen Vacancies in Diamond Centers,"Quantum Computing Chicago, Illinois, and Beyond",16.0,Thursday,2024-11-14,08:00 PM,EST,Inperson,10-50
https://www.meetup.com/tarot-for-creatives-meetup/events/303873757/?recId=5e317710-e51b-496c-9442-c8a25869a816&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/c/4/6/4/event_515210276.webp?w=640,Second Thursday Tarot Reading Practice,Tarot for Creatives Meetup,8.0,Thursday,2024-11-14,08:00 PM,EST,Inperson,1-10
https://www.meetup.com/financial-independence-book-club/events/304024263/?recId=5e317710-e51b-496c-9442-c8a25869a816&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/2/5/1/8/event_523629496.webp?w=640,Book Discussion - Your Money or Your Life (Chapters 4-8),Financial Independence Book Club,10.0,Thursday,2024-11-14,06:00 PM,EST,Inperson,10-50
https://www.meetup.com/hike-to-eat/events/304020671/?recId=07dac0d8-4fb0-45d9-9ce8-d6e41c268e01&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/b/f/3/8/event_524088952.webp?w=640,Geared up for Geary (5.1 km),Hike to Eat,16.0,Thursday,2024-11-14,06:15 PM,EST,Inperson,10-50
https://www.meetup.com/brompton-toronto/events/304128204/?recId=23d19495-c046-40ec-a28f-ba4c2856bab8&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/d/1/5/2/event_524213586.webp?w=640,Eras Bike Tour,Brompton Toronto,4.0,Thursday,2024-11-14,05:00 PM,EST,Inperson,1-10
https://www.meetup.com/brainstation-toronto-tech-skills-and-careers/events/304310282/?recId=4a80c536-90c9-408d-a50b-092267aa1523&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/8/5/d/5/event_524434261.webp?w=640,Starting and Building a Career in Data I BrainStation Tech Event,BrainStation Toronto | Tech Skills and Careers,4.0,Thursday,2024-11-14,06:00 PM,EST,Inperson,1-10
https://www.meetup.com/startups-in-toronto/events/304084554/?recId=2f0a2d97-01a7-4156-8ff3-76d729469cd1&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/a/a/9/a/event_524143674.webp?w=640,Data & AI World Tour Happy Hour,Startups Toronto,30.0,Thursday,2024-11-14,05:30 PM,EST,Inperson,10-50
https://www.meetup.com/online-mtl-tapping-group/events/303961687/?recId=6382d02c-5011-4f02-a053-484afd2904d0&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/6/4/f/c/event_522925852.webp?w=640,Intro to Tapping,Online Montreal EFT Tapping Group,7.0,Thursday,2024-11-14,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/screenwriting/events/300888639/?recId=db66d368-aa19-46f6-af9f-d90cc3a0cbaf&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/a/5/5/c/event_496662332.webp?w=640,Thursday Night Writes! An online writing happy hour!,Screenwriting Workshop with Award Winning Screenwriter,13.0,Thursday,2024-11-14,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/eat-well-stay-well-whole-food-plant-based-meetup-group/events/303621616/?recId=3fe37e17-c111-4d2b-9879-9e5c663c94c2&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/4/7/1/d/event_523698205.webp?w=640,POSTPONED: PLEASE READ Osteoporosis Prevention...Compound Movements & Super Sets,Eat Well Stay Well Whole Food Plant-Based Meetup Group,65.0,Thursday,2024-11-14,07:30 PM,EST,Online Event,50-100
https://www.meetup.com/free-virtual-spiritual-awakening-classes/events/304399547/?recId=c4087abf-f5c3-4b67-a746-2fbd7922dd06&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/5/8/0/b/event_524542539.webp?w=640,Spirit Night with Ken: A Casual Chat with the Other Side | Souls Circle,Free Virtual Spiritual Growth Classes,10.0,Thursday,2024-11-14,06:00 PM,EST,Online Event,10-50
https://www.meetup.com/user-experience-professionals-association-uxpa-nj-chapter/events/304308772/?recId=0dbbe5f3-945e-4ad2-825f-ae7cf54a7273&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/8/5/2/e/event_524434094.webp?w=640,"Democracy is a (Civic) Design Problem, with Whitney Quesenbery","User Experience Professionals Association (UXPA), NJ chapter",23.0,Thursday,2024-11-14,07:30 PM,EST,Inperson,10-50
https://www.meetup.com/sufi-meditation-toronto/events/304343132/?recId=cebd8b72-69f7-40ea-b6b3-564ebea9a21d&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/a/f/d/7/event_477105015.webp?w=640,[in-person] Thursday Meditation - Yonge & Finch,Sufi Meditation Toronto,20.0,Thursday,2024-11-14,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/realestateto/events/298598084/?recId=41bf530d-168f-408b-8876-87754b87f026&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/2/7/c/c/event_518650188.webp?w=640,How To Win At The Landlord And Tenant Board,RealEstateTO,24.0,Thursday,2024-11-14,06:00 PM,EST,Inperson,10-50
https://www.meetup.com/ndp-liberal-green-party-supporters-group/events/304501532/?recId=9027c52b-6762-445a-a6b7-8df027c93f15&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/next/images/fallbacks/group-cover-11-wide.webp?w=640,"Thornhill, Ontario NDP Members Meeting Nov 14, 2024","NDP, Liberal & Green Supporters",1.0,Thursday,2024-11-14,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/the-black-social-group/events/304225916/?recId=658bd022-a299-44b9-acc4-1eaae9085766&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/b/7/a/9/event_524327017.webp?w=640,Karaoke and Dinner at the real Jerk,The Black Social Group,6.0,Thursday,2024-11-14,09:30 PM,EST,Inperson,1-10
https://www.meetup.com/techtank-to/events/304263016/?recId=5f2f3b09-284a-4bd7-b6e7-d12f20639a01&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/c/a/6/e/event_524451822.webp?w=640,Fueling Growth: Generative AI & RAG Applications in FP&A,TechTank TO,177.0,Thursday,2024-11-14,06:00 PM,EST,Inperson,100+
https://www.meetup.com/stepmoms-of-dmv/events/303957024/?recId=db66d368-aa19-46f6-af9f-d90cc3a0cbaf&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/7/2/7/7/event_516029303.webp?w=640,StepMoms of the DMV - Monthly Zoom Meeting,StepMoms of the DMV,10.0,Thursday,2024-11-14,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/meetup-group-drbfbrzw/events/303687562/?recId=cebd8b72-69f7-40ea-b6b3-564ebea9a21d&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/9/2/8/event_523742344.webp?w=640,Drink & Draw Life Drawing Social @ The Drake Hotel,Drink & Draw Life Drawing Socials,24.0,Thursday,2024-11-14,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/toronto-houdini-users-group/events/304457469/?recId=5f2f3b09-284a-4bd7-b6e7-d12f20639a01&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/e/4/2/event_524583650.webp?w=640,The Houdini Tour!,Toronto Houdini User Group (THUG),93.0,Thursday,2024-11-14,06:00 PM,EST,Inperson,50-100
https://www.meetup.com/hike-to-eat/events/304020671/?recId=5f2f3b09-284a-4bd7-b6e7-d12f20639a01&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/b/f/3/8/event_524088952.webp?w=640,Geared up for Geary (5.1 km),Hike to Eat,41.0,Thursday,2024-11-14,06:15 PM,EST,Inperson,10-50
https://www.meetup.com/toronto-ladies-group/events/304542698/?recId=82b6bdf0-88dc-453e-ac46-fadf2e6caf4d&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/9/f/9/6/event_524680854.webp?w=640,$5 movie 🎥🍿 - MY NEIGHBOR TOTORO 🦝🍿,Toronto Ladies Group,2.0,Thursday,2024-11-14,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/brainstation-toronto-tech-skills-and-careers/events/304310282/?recId=7195bfb3-8b28-4d44-95e6-ee6d7eb1735f&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/c/f/4/b/event_524573067.webp?w=640,Starting and Building a Career in Data I BrainStation Tech Event,BrainStation Toronto | Tech Skills and Careers,9.0,Thursday,2024-11-14,06:00 PM,EST,Inperson,1-10
https://www.meetup.com/english-for-everyday/events/304495035/?recId=96525909-9fcc-45f1-b19a-2fe25e535469&recSource=ml-popular-events-nearby-new-chapter&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/d/c/0/d/event_524096333.webp?w=640,"English For Everyday - Thursday, North York Subway Station, Toronto",English For Everyday,49.0,Thursday,2024-11-14,06:00 PM,EST,Inperson,10-50
https://www.meetup.com/financial-independence-book-club/events/304024263/?recId=48a05daf-b8d2-45b0-91f8-6e35705a9e51&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/2/5/1/8/event_523629496.webp?w=640,Book Discussion - Your Money or Your Life (Chapters 4-8),Financial Independence Book Club,11.0,Thursday,2024-11-14,06:00 PM,EST,Online Event,10-50
https://www.meetup.com/deer-park-toastmasters/events/304443271/?recId=fda1f68d-4eba-4cb8-8d6f-2c56cb7b31f5&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/d/b/7/c/event_504656188.webp?w=640,Area 42 Evaluation & Table Topics Contest IN-PERSON Meeting (Guests welcome),Deer Park Toastmasters - Wow Yourself & The Crowd,4.0,Thursday,2024-11-14,06:30 PM,EST,Inperson,1-10
https://www.meetup.com/comfy-circle-time/events/304241716/?recId=b9db0f93-4bbb-49dc-ae96-1ea615f2e597&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/5/c/1/a/event_524363578.webp?w=640,Comfy Circle Time: A Psychedelic Sanctuary,Comfy Circle Time: A Psychedelic Sanctuary,5.0,Thursday,2024-11-14,08:00 PM,EST,Inperson,1-10
https://www.meetup.com/psychedelic-yoga/events/303996079/?recId=a9950b00-4de8-4c9a-ab47-f48ea94d1bd3&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/3/c/5/d/event_524055453.webp?w=640,Psychedelic Breathwork,Psychedelic Yoga,47.0,Thursday,2024-11-14,08:00 PM,EST,Online Event,10-50
https://www.meetup.com/the-black-social-group/events/304225916/?recId=971205f7-d6f6-4bd6-9728-d77383b19665&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/b/7/a/9/event_524327017.webp?w=640,Karaoke and Dinner at the real Jerk,The Black Social Group,6.0,Thursday,2024-11-14,09:30 PM,EST,Inperson,1-10
https://www.meetup.com/jumpin2it-nyc-entrepreneurs-business-network/events/303991896/?recId=00910bf0-fd76-4d4e-bcec-679d2b7e2079&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/1/a/d/c/event_524046876.webp?w=640,JOIN US: NEW BREAKTHRU MARKETING GUIDE,Jumpin2it NYC Entrepreneurs & Business Network,11.0,Thursday,2024-11-14,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/the-connecticut-democracy-network/events/304457527/?recId=0d89e058-f256-4421-9a17-862d618cfc56&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/next/images/fallbacks/group-cover-6-wide.webp?w=640,Group brainstorming for growth,The Connecticut Democracy Network,15.0,Thursday,2024-11-14,07:05 PM,EST,Online Event,10-50
https://www.meetup.com/death-lossandspirituality-anexploration/events/304422292/?recId=0d89e058-f256-4421-9a17-862d618cfc56&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/next/images/fallbacks/group-cover-7-wide.webp?w=640,"Death, Loss and Spirituality","Death, Loss and Spirituality Online Group",16.0,Thursday,2024-11-14,06:00 PM,EST,Online Event,10-50
https://www.meetup.com/be-your-ideal-weight/events/304130146/?recId=a9950b00-4de8-4c9a-ab47-f48ea94d1bd3&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/d/9/6/3/event_524215651.webp?w=640,Be your ideal weight with Energy Psychology,Be Your Ideal Weight,54.0,Thursday,2024-11-14,07:30 PM,EST,Online Event,50-100
https://www.meetup.com/meetup-group-naiqibph/events/304259408/?recId=327c42c6-b281-4a14-9b5b-cce2513db839&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/5/c/0/6/event_512243558.webp?w=640,Thursday writing session,Writing Together,14.0,Thursday,2024-11-14,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/reiki-for-relaxation-balance-and-joy/events/304126070/?recId=0d89e058-f256-4421-9a17-862d618cfc56&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/c/b/9/9/event_524212121.webp?w=640,Holy Fire® Reiki Circle,"Reiki for Relaxation, Balance and Joy",13.0,Thursday,2024-11-14,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/build-with-code-east-coast/events/304339945/?recId=0d89e058-f256-4421-9a17-862d618cfc56&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/2/c/3/b/event_523211323.webp?w=640,Callbacks & Higher Order Functions: Unlocking Advanced JavaScript,Build with Code - East Coast,13.0,Thursday,2024-11-14,11:00 PM,EST,Online Event,10-50
https://www.meetup.com/wash-202/events/304384671/?recId=44a8356b-e8e4-49a4-855c-6a829976152f&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/5/2/d/0/event_517581200.webp?w=640,Secular Zoom Community,Washington Area Secular Humanists Meetup Group,14.0,Thursday,2024-11-14,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/arts-and-holistic-wellness/events/304424869/?recId=0cd2db16-a304-4ab6-8668-7fcc36bb665e&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/7/9/3/c/event_523231036.webp?w=640,creative writing for mental health workshop,Arts and Holistic Wellness,9.0,Thursday,2024-11-14,06:00 PM,EST,Online Event,1-10
