eventurl,imageurl,eventname,description,attendees,day,date,time,timezone,eventtype,attendees_range
https://www.meetup.com/dayton-designated-drinkers/events/304521818/?recId=4c9ca8a6-a630-4cb4-b67b-ea1523b01f3b&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/5/f/3/6/event_524664374.webp?w=640,Christmas at Scott's,Dayton Designated Drinkers,14.0,Saturday,2024-12-07,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/soulcity/events/304429594/?recId=8a38e4da-f57b-400c-a94a-c1708afd33f3&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/3/d/6/e/event_523035726.webp?w=640,The Ultimate Mix & Mingle Pub Party!,"Soul City Social Club (Toronto, Canada)",58.0,Saturday,2024-12-07,09:00 PM,EST,Inperson,50-100
https://www.meetup.com/baltimore-indie-game-developers-group/events/304401917/?recId=48a05daf-b8d2-45b0-91f8-6e35705a9e51&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/9/b/0/7/event_479199687.webp?w=640,[ONLINE] Game Dev Meetup (Main Monthly Meetup),Baltimore Indie Game Developers Group,10.0,Saturday,2024-12-07,10:00 AM,EST,Online Event,10-50
https://www.meetup.com/millennialprofessionalstoronto/events/304748188/?recId=2c86b327-be04-4d36-a2a1-a5d51886f406&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/e/7/0/9/event_524879145.webp?w=640,🎉 Mai's (meetup host/organizer) Birthday Bash at Midnight Arcade!!! 🎉,Millennials of Toronto (~30-45 years old +/-) :),14.0,Saturday,2024-12-07,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/art-discussion-for-pure-art-or-art-with-no-purpose/events/304344691/?recId=3e9ad133-b914-4726-b3a1-4745b859e55f&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/1/5/0/6/event_524465382.webp?w=640,Art Exhibition Review Club for Artists,Art exhibition review club exclusively for artists,15.0,Saturday,2024-12-07,11:00 AM,EST,Inperson,10-50
https://www.meetup.com/toronto-corgi-meetup-group/events/304162997/?recId=ecbcb225-ad90-444b-9ca1-6a88044b211b&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/8/4/5/b/event_524253883.webp?w=640,Corgi Christmas Party at Sunnybrook Dog Park,Toronto Corgi Meetup Group,5.0,Sunday,2024-12-08,01:00 PM,EST,Online Event,1-10
https://www.meetup.com/nature-walks-talks-dances/events/304544960/?recId=82b6bdf0-88dc-453e-ac46-fadf2e6caf4d&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/3/2/0/b/event_524112811.webp?w=640,Steve Flemming Presents: Love Will Find a Way! (Group Dating Game in the Pub),"**NATURE LEISURE WALKS, TALKS & DANCES**",22.0,Sunday,2024-12-08,03:00 PM,EST,Inperson,10-50
https://www.meetup.com/toronto-science-fiction-book-club/events/298538854/?recId=5ffc6214-b232-45ba-8e85-47703f3959cb&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/a/6/e/7/event_524802727.webp?w=640,"Let's discuss Ursula K. Le Guin's ""The Left Hand of Darkness""",Toronto Science Fiction Book Club,22.0,Sunday,2024-12-08,05:00 PM,EST,Inperson,10-50
https://www.meetup.com/torontovegan/events/304633278/?recId=5ffc6214-b232-45ba-8e85-47703f3959cb&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/a/b/5/1/event_524803857.webp?w=640,Vegan Hot Pot at Flower Lantern Vegetarian Restaurant,Toronto Vegan Meetup,16.0,Sunday,2024-12-08,06:00 PM,EST,Online Event,10-50
https://www.meetup.com/highly-sensitive-persons-hsps-of-toronto/events/304619564/?recId=001fb987-9c19-4034-a7b4-1157929cd6f5&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/4/5/f/event_524761119.webp?w=640,Just a Winter Walk in the East End,Highly Sensitive Persons (HSPs) of Toronto,32.0,Sunday,2024-12-08,02:45 PM,EST,Online Event,10-50
https://www.meetup.com/comedy-improv-and-acting/events/304544985/?recId=8cf85f28-e8b9-4347-b284-88340bf10f39&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/a/7/b/c/event_524682940.webp?w=640,Steve Flemming Presents: Love Will Find a Way! (Group Dating Game in the Pub),"Stand-up Comedy, Improv and Game Shows!",22.0,Sunday,2024-12-08,03:00 PM,EST,Inperson,10-50
https://www.meetup.com/level-up-your-life-group/events/304603390/?recId=09b8562c-c5e5-4379-b97a-93092aeae886&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/next/images/fallbacks/group-cover-12-wide.webp?w=640,Level Up Talks: Self actualization,Level Up Your Life Group,45.0,Sunday,2024-12-08,12:00 PM,EST,Inperson,10-50
https://www.meetup.com/onlinecinemaclubofli/events/304429538/?recId=3e9ad133-b914-4726-b3a1-4745b859e55f&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/8/d/f/f/event_516036351.webp?w=640,"Trivia Night (Sunday December 8, 2024)",The Online Cinema Club,34.0,Sunday,2024-12-08,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/more-than-a-classic-book-club/events/304241849/?recId=ea013c43-35d1-4a76-84dc-d96c4e2d2ba5&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/5/c/a/5/event_524363717.webp?w=640,Sonny's Blues by James Baldwin (short story),More Than A Classic Book Club,10.0,Sunday,2024-12-08,03:00 PM,EST,Inperson,10-50
https://www.meetup.com/global-stoa/events/304629133/?recId=f4e9e48d-4219-4266-87c1-147c126ecfac&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/3/9/b/5/event_524774773.webp?w=640,"Determinism, swerves, and the relationship between metaphysics and ethics",The Global Stoa,67.0,Sunday,2024-12-08,12:00 PM,EST,Inperson,50-100
https://www.meetup.com/toronto-seniors-social-club/events/303939457/?recId=6c851cf8-e24b-4449-af77-aedb5851472d&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/3/e/4/1/event_520695937.webp?w=640,HIGH PARK STROLL AND COFFEE,Toronto Seniors Social Club,20.0,Sunday,2024-12-08,01:00 PM,EST,Online Event,10-50
https://www.meetup.com/backyard-venture/events/304713095/?recId=bfa48b57-6121-46d2-87da-316ef414ffce&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/d/c/e/a/event_524216554.webp?w=640,Fishing: Tommy Thompson park,Backyard venture,6.0,Sunday,2024-12-08,12:00 PM,EST,Inperson,1-10
https://www.meetup.com/richmond-hill-friends/events/304495906/?recId=bfa48b57-6121-46d2-87da-316ef414ffce&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/c/4/8/f/event_451670319.webp?w=640,"Monthly Book Club - December (Swiss Chalet, Richmond Hill)",Richmond Hill Friends,5.0,Sunday,2024-12-08,12:00 PM,EST,Online Event,1-10
https://www.meetup.com/north-york-55-womens-group/events/304701387/?recId=f4e9e48d-4219-4266-87c1-147c126ecfac&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/2/5/5/0/event_524829552.webp?w=640,Let's Do Brunch to Celebrate The Festive Season at Pickle Barrel - Yorkdale,Fabulous Women Over 50 Club,15.0,Sunday,2024-12-08,11:00 AM,EST,Inperson,10-50
https://www.meetup.com/toronto-science-fiction-book-club/events/304667476/?recId=8a38e4da-f57b-400c-a94a-c1708afd33f3&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/b/8/1/d/event_524807133.webp?w=640,Book Club Holiday Party!,Toronto Science Fiction Book Club,13.0,Sunday,2024-12-08,06:30 PM,EST,Inperson,10-50
https://www.meetup.com/onlinecinemaclubofli/events/304429538/?recId=eb777328-c29e-4811-b267-1eff00aa5142&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/8/d/f/f/event_516036351.webp?w=640,"Trivia Night (Sunday December 8, 2024)",The Online Cinema Club,31.0,Sunday,2024-12-08,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/more-than-a-classic-book-club/events/304241849/?recId=a24e813b-fe4c-4cb8-8f74-110cd246b742&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/5/c/a/5/event_524363717.webp?w=640,Sonny's Blues by James Baldwin (short story),More Than A Classic Book Club,12.0,Sunday,2024-12-08,03:00 PM,EST,Online Event,10-50
https://www.meetup.com/richmond-hill-friends/events/304495906/?recId=79d0df7b-93a0-4cab-9210-04a1904feadc&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/c/4/8/f/event_451670319.webp?w=640,"Monthly Book Club - December (Swiss Chalet, Richmond Hill)",Richmond Hill Friends,4.0,Sunday,2024-12-08,12:00 PM,EST,Inperson,1-10
https://www.meetup.com/no-woke-no-joke-a-fiction-writers-fellowship/events/303708886/?recId=2c86b327-be04-4d36-a2a1-a5d51886f406&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/5/9/7/6/event_523762902.webp?w=640,Inaugural First Meeting!,"No Woke, No Joke. A Toronto Fiction Writer's Fellowship",7.0,Sunday,2024-12-08,01:00 PM,EST,Online Event,1-10
https://www.meetup.com/meetup-group-flciapmj/events/304536148/?recId=3e9ad133-b914-4726-b3a1-4745b859e55f&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/8/d/0/7/event_524676103.webp?w=640,Painting party - Holiday Time,Painting Party,25.0,Sunday,2024-12-08,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/toronto-science-fiction-book-club/events/298538854/?recId=cebd8b72-69f7-40ea-b6b3-564ebea9a21d&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/1/8/2/a/event_510366186.webp?w=640,December meeting (book to be announced),Toronto Science Fiction Book Club,20.0,Sunday,2024-12-08,05:00 PM,EST,Inperson,10-50
https://www.meetup.com/book-club-for-heartbreaking-geniuses-and-those-who-love-them/events/303960115/?recId=44a8356b-e8e4-49a4-855c-6a829976152f&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/5/e/1/8/event_524004088.webp?w=640,"THE HEAVEN & EARTH GROCERY STORE, by James McBride",Cambridge & Boston Book Club,17.0,Sunday,2024-12-08,11:00 AM,EST,Online Event,10-50
https://www.meetup.com/toronto-movies-and-social-group/events/304343138/?recId=0683506d-db7d-48f5-887b-4bf7ba0240f2&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/d/3/9/d/event_508674173.webp?w=640,Ultimate Hot Chocolate Tour Of Toronto (Walk)!,Toronto Movies & Social Group - Celebrating 12 Years!,8.0,Sunday,2024-12-08,11:00 AM,EST,Online Event,1-10
https://www.meetup.com/coping-is-cool-let-s-learn-some-skills/events/304477471/?recId=3e9ad133-b914-4726-b3a1-4745b859e55f&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/e/2/2/a/event_524697898.webp?w=640,Online coping skills intro… starting in December .. stay tune,Coping is Cool - let’s learn some skills,18.0,Sunday,2024-12-08,02:00 PM,EST,Inperson,10-50
https://www.meetup.com/torontotnt/events/304359367/?recId=8cf85f28-e8b9-4347-b284-88340bf10f39&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/7/d/3/c/event_524492060.webp?w=640,Ultimate Hot Chocolate Tour Of Toronto (Walk)!,Try New Things in Toronto!,11.0,Sunday,2024-12-08,11:00 AM,EST,Inperson,10-50
https://www.meetup.com/no-woke-no-joke-a-fiction-writers-fellowship/events/303708886/?recId=7195bfb3-8b28-4d44-95e6-ee6d7eb1735f&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/5/9/7/6/event_523762902.webp?w=640,Inaugural First Meeting!,"No Woke, No Joke. A Toronto Fiction Writer's Fellowship",5.0,Sunday,2024-12-08,01:00 PM,EST,Inperson,1-10
https://www.meetup.com/nova-scribes/events/304384159/?recId=3e9ad133-b914-4726-b3a1-4745b859e55f&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/3/2/6/b/event_524532907.webp?w=640,The Future of the Visual Practice,NOVA Scribes,31.0,Monday,2024-12-09,06:00 PM,EST,Online Event,10-50
https://www.meetup.com/the-thinkers-club/events/304330880/?recId=6afa3354-e40b-4439-aaf8-ca298426e5e1&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/c/b/d/3/event_524452179.webp?w=640,What is Time?,The Thinkers' Club,42.0,Monday,2024-12-09,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/nova-scribes/events/304384159/?recId=7db4fb81-7abe-474b-ad51-5ff77861d4c9&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/3/2/6/b/event_524532907.webp?w=640,The Future of the Visual Practice,NOVA Scribes,25.0,Monday,2024-12-09,06:00 PM,EST,Online Event,10-50
https://www.meetup.com/afca-toastmasters-club/events/304534401/?recId=6afa3354-e40b-4439-aaf8-ca298426e5e1&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/8/a/2/f/event_524675375.webp?w=640,AFCA Toastmasters Holiday Party,AFCA Toastmasters Club,7.0,Monday,2024-12-09,06:30 PM,EST,Online Event,1-10
https://www.meetup.com/toronto-ux-writers-content-designers/events/304651967/?recId=5ffc6214-b232-45ba-8e85-47703f3959cb&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/8/b/2/0/event_524795616.webp?w=640,Toronto Content Design Inaugural Meetup,Toronto UX Writers and Content Designers,4.0,Monday,2024-12-09,06:00 PM,EST,Online Event,1-10
https://www.meetup.com/genuine-singles-in-dmv/events/304027028/?recId=b0f7de77-4a0e-4eee-93a3-0ef925c920c9&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/b/0/3/0/event_521865104.webp?w=640,"Compatibility in Dating: How to know if you've met ""The One""",Genuine Singles in DMV,10.0,Monday,2024-12-09,08:00 PM,EST,Online Event,10-50
